occupation_pred,BASE_CUSTOMER_ID
12.0,122320
10.0,193032
10.0,32562
15.0,192578
13.0,97685
11.0,190905
17.0,94599
14.0,1423
17.0,156515
17.0,183056
10.0,134123
19.0,160325
11.0,22146
12.0,96880
18.0,33244
21.0,186479
11.0,153294
13.0,21932
11.0,177988
11.0,104216
12.0,23926
16.0,39884
10.0,64640
11.0,33420
17.0,194362
13.0,124954
11.0,191526
11.0,102427
11.0,10494
14.0,144835
11.0,124399
18.0,127643
11.0,119469
22.0,144181
19.0,61476
7.0,196353
17.0,117499
14.0,38762
23.0,52844
17.0,159696
17.0,136159
15.0,147961
13.0,70431
13.0,55165
14.0,21274
11.0,46388
11.0,62215
19.0,144105
21.0,156503
12.0,152554
16.0,43931
12.0,170300
16.0,170095
14.0,30877
10.0,12167
12.0,178370
22.0,147284
13.0,4603
21.0,142958
17.0,152989
17.0,11810
11.0,20274
15.0,97641
10.0,78616
14.0,36941
16.0,79190
12.0,56678
10.0,40377
11.0,162167
16.0,156473
15.0,110173
17.0,160159
12.0,105522
19.0,105334
13.0,62047
17.0,176730
21.0,12309
14.0,114847
16.0,71234
11.0,152713
13.0,148555
13.0,132580
17.0,153704
10.0,163517
18.0,148664
11.0,30258
13.0,98136
12.0,160923
18.0,195673
13.0,104175
16.0,49978
13.0,33692
15.0,192139
12.0,192454
12.0,36208
18.0,193676
10.0,184222
16.0,92288
18.0,70136
9.0,191645
9.0,164826
9.0,102607
12.0,57515
13.0,114968
19.0,135232
16.0,182892
11.0,184980
9.0,170323
11.0,177600
18.0,50433
18.0,80731
11.0,132603
16.0,179842
11.0,134154
11.0,116965
18.0,15356
13.0,54908
11.0,93654
15.0,37215
15.0,164978
10.0,118635
13.0,104344
16.0,55975
20.0,110307
12.0,176847
11.0,167538
12.0,2637
18.0,40134
20.0,136988
13.0,16417
13.0,11009
16.0,111451
10.0,32997
16.0,193592
19.0,184713
15.0,4180
15.0,31284
16.0,80293
19.0,63014
12.0,172139
12.0,191588
8.0,191907
13.0,58012
17.0,31854
15.0,163256
12.0,179776
12.0,19553
12.0,104999
9.0,179126
12.0,39092
12.0,161691
13.0,62711
16.0,31529
12.0,168596
14.0,110730
24.0,138658
17.0,85476
11.0,159225
11.0,142692
10.0,181479
10.0,14322
10.0,193263
20.0,191469
12.0,173016
8.0,154441
11.0,167796
16.0,40339
12.0,17262
10.0,93399
12.0,113579
22.0,170737
17.0,27286
9.0,172470
16.0,193670
16.0,151813
19.0,52303
12.0,97243
9.0,108956
12.0,75652
12.0,194325
9.0,140488
11.0,138629
21.0,132488
16.0,185990
12.0,66073
16.0,152720
13.0,40327
10.0,52057
12.0,83872
11.0,119948
11.0,156038
11.0,135310
13.0,110580
14.0,120846
11.0,130961
14.0,48591
15.0,131166
18.0,167367
16.0,103395
13.0,93993
10.0,129558
21.0,89303
21.0,102514
19.0,51133
10.0,104550
17.0,192127
13.0,33450
17.0,30655
21.0,96609
18.0,30876
13.0,16136
19.0,56792
13.0,6640
14.0,115644
8.0,192051
18.0,138405
12.0,83896
11.0,41450
12.0,177286
19.0,153104
19.0,149055
11.0,139796
19.0,189227
13.0,13287
17.0,139234
11.0,177642
14.0,71162
16.0,129299
18.0,17054
11.0,187428
16.0,38515
13.0,12076
11.0,186061
8.0,94090
15.0,196389
22.0,154029
18.0,114728
11.0,138773
22.0,122395
14.0,15270
11.0,6456
21.0,108247
17.0,165287
19.0,194535
11.0,166368
14.0,78698
22.0,169913
13.0,42691
20.0,116042
11.0,59582
14.0,100002
17.0,43629
11.0,184479
12.0,185993
12.0,70599
15.0,10245
13.0,25074
12.0,44932
10.0,96621
17.0,161730
12.0,131971
21.0,106313
13.0,13944
16.0,32184
18.0,79688
11.0,151662
11.0,28491
10.0,168454
9.0,155098
12.0,156286
17.0,196516
13.0,50458
10.0,75256
11.0,156579
16.0,34622
20.0,190861
12.0,123614
18.0,158673
20.0,144623
11.0,179391
21.0,180268
11.0,72755
21.0,169016
12.0,133124
11.0,84726
19.0,183918
12.0,150609
11.0,47481
19.0,13184
12.0,91808
12.0,68757
15.0,68988
11.0,53208
18.0,153868
11.0,136241
20.0,169840
22.0,157034
19.0,159355
11.0,55629
16.0,4028
21.0,76665
12.0,33258
17.0,122691
15.0,144938
12.0,135375
13.0,160297
12.0,169234
15.0,75040
19.0,84059
13.0,116497
15.0,39891
11.0,24499
16.0,90836
13.0,106966
10.0,177865
12.0,144491
11.0,112374
19.0,109990
10.0,182598
8.0,186350
11.0,148779
12.0,17293
9.0,167272
15.0,115833
12.0,103047
10.0,81931
12.0,71434
11.0,69274
13.0,182154
16.0,38760
15.0,67823
21.0,168078
17.0,156501
13.0,62502
11.0,145200
19.0,180218
13.0,5710
22.0,155265
11.0,19180
11.0,17312
15.0,81282
19.0,145946
17.0,95664
15.0,101740
20.0,164121
18.0,48571
21.0,156803
16.0,68507
19.0,194376
14.0,191669
19.0,172861
16.0,113742
12.0,48548
20.0,163496
15.0,131311
11.0,10317
14.0,7436
9.0,107297
18.0,138678
11.0,138163
16.0,162943
11.0,169528
12.0,50550
11.0,78228
13.0,36346
9.0,193457
20.0,142258
12.0,194988
12.0,115837
8.0,42134
17.0,142322
11.0,75110
20.0,55636
17.0,51465
14.0,36825
13.0,8711
13.0,102370
10.0,91371
11.0,14435
11.0,154633
13.0,54262
10.0,167562
13.0,159840
17.0,97689
23.0,84864
17.0,104323
16.0,92009
10.0,139951
12.0,11198
16.0,93587
21.0,162906
17.0,168895
16.0,58497
17.0,59657
19.0,124927
20.0,154011
21.0,127071
10.0,172565
16.0,61050
9.0,156641
18.0,86347
17.0,181860
14.0,122604
17.0,21169
18.0,34996
10.0,77880
17.0,15774
11.0,179484
11.0,102413
12.0,3049
10.0,180794
12.0,166291
10.0,184536
11.0,154098
13.0,13293
10.0,616
20.0,160696
11.0,65882
11.0,156198
11.0,162233
23.0,73917
12.0,63631
12.0,143214
13.0,141849
14.0,186202
18.0,164766
14.0,195416
17.0,111122
10.0,2563
19.0,145496
17.0,44521
18.0,43611
11.0,59692
13.0,65728
11.0,126332
16.0,28850
13.0,192235
17.0,183907
11.0,124861
11.0,143780
19.0,11664
11.0,141592
15.0,133991
10.0,35564
15.0,169267
13.0,18769
11.0,71820
11.0,95719
11.0,181957
13.0,100191
11.0,51210
12.0,135155
10.0,133681
11.0,153462
18.0,123531
12.0,194195
10.0,191448
13.0,27201
15.0,10994
11.0,27015
16.0,126335
11.0,56494
12.0,74345
20.0,194454
17.0,190359
14.0,121086
13.0,46601
14.0,135902
9.0,1793
13.0,17382
18.0,105722
15.0,182551
11.0,172670
15.0,190313
16.0,177829
12.0,110945
18.0,34442
18.0,87589
10.0,9521
11.0,942
15.0,49283
11.0,50612
12.0,84844
10.0,79796
12.0,84299
13.0,41686
18.0,139500
20.0,35392
12.0,93843
22.0,149866
15.0,153315
17.0,173425
12.0,183986
13.0,134600
16.0,31598
12.0,94407
13.0,117278
11.0,14565
16.0,60026
13.0,191082
10.0,194351
16.0,194637
13.0,62642
12.0,117816
13.0,16880
12.0,126936
15.0,52926
14.0,165425
19.0,71142
21.0,28694
10.0,118385
13.0,62119
11.0,58534
9.0,194028
13.0,37162
18.0,174200
7.0,190063
10.0,24244
23.0,153971
14.0,13939
19.0,158865
22.0,127422
10.0,163222
8.0,175244
20.0,167469
13.0,88102
11.0,171824
14.0,140919
17.0,160595
13.0,15226
13.0,109675
13.0,2086
13.0,35371
13.0,36066
12.0,174951
12.0,129139
12.0,193749
9.0,112590
18.0,64664
11.0,186142
12.0,170003
19.0,61980
16.0,92058
18.0,161406
15.0,169935
12.0,100278
12.0,93582
11.0,83198
13.0,78945
20.0,164536
13.0,67141
15.0,190493
19.0,190734
10.0,149488
12.0,154654
10.0,179239
18.0,178458
11.0,159331
12.0,156263
12.0,35271
11.0,87951
22.0,141413
20.0,181810
15.0,90622
16.0,71546
18.0,153851
14.0,55188
11.0,180127
10.0,8252
22.0,128950
17.0,129367
12.0,177483
15.0,108589
16.0,115109
21.0,177150
11.0,179865
18.0,4498
18.0,78523
23.0,89065
11.0,13217
11.0,14350
14.0,67786
18.0,163378
21.0,130950
13.0,130013
12.0,184164
11.0,187599
9.0,186734
11.0,186874
13.0,116409
19.0,160371
11.0,176865
16.0,191470
11.0,119785
18.0,98839
16.0,178941
15.0,3805
18.0,112186
11.0,417
15.0,53980
14.0,81567
12.0,138473
11.0,64054
15.0,185674
19.0,60132
14.0,40029
12.0,164999
12.0,130071
19.0,166757
16.0,103255
15.0,159714
13.0,20622
9.0,103854
13.0,91099
15.0,3950
23.0,138808
10.0,95209
17.0,149042
10.0,13820
16.0,143381
16.0,29684
10.0,149691
12.0,186894
11.0,94247
11.0,176002
15.0,122089
11.0,149263
13.0,168122
15.0,30868
13.0,78028
18.0,75690
14.0,169426
11.0,164872
20.0,160722
17.0,135876
11.0,38162
16.0,58163
21.0,146315
18.0,94974
13.0,60695
12.0,56811
20.0,59892
12.0,95087
12.0,44934
14.0,50845
12.0,146721
21.0,173638
15.0,93540
19.0,97814
14.0,10214
15.0,90886
11.0,101091
9.0,140428
11.0,79861
14.0,157685
17.0,93547
13.0,35395
15.0,35818
10.0,187930
10.0,138985
15.0,55309
13.0,106093
17.0,154388
19.0,192826
10.0,38112
12.0,161198
10.0,32414
8.0,6839
15.0,40132
12.0,41184
11.0,177050
12.0,141600
11.0,23814
10.0,79641
10.0,138030
22.0,163051
11.0,107466
15.0,63024
12.0,157858
18.0,41236
14.0,161154
11.0,192494
11.0,90448
13.0,109348
17.0,188594
16.0,180686
17.0,12780
15.0,155932
17.0,135337
18.0,48037
14.0,179212
13.0,18325
10.0,175563
13.0,53736
17.0,147381
10.0,179799
15.0,49401
11.0,150129
11.0,138891
17.0,121604
22.0,103669
11.0,116995
17.0,133723
9.0,163242
11.0,174889
11.0,159099
9.0,141418
10.0,25348
20.0,151649
9.0,189979
19.0,155102
12.0,176755
12.0,176718
13.0,63778
17.0,29756
15.0,30847
14.0,98724
14.0,31017
17.0,48660
10.0,173764
15.0,27124
12.0,48219
12.0,135623
11.0,155432
11.0,95344
16.0,64968
12.0,38249
11.0,90204
19.0,162699
21.0,117199
13.0,109194
20.0,12971
12.0,36915
11.0,58155
13.0,13403
11.0,132393
11.0,170480
12.0,54976
11.0,75608
23.0,149381
9.0,170624
11.0,184990
19.0,48584
12.0,104027
12.0,85660
15.0,108386
13.0,34817
12.0,54131
11.0,159179
12.0,196229
11.0,128083
14.0,3955
17.0,193084
11.0,139643
8.0,91383
9.0,65285
12.0,90685
12.0,138875
11.0,29682
11.0,976
15.0,23704
14.0,114486
15.0,85431
14.0,89233
13.0,43714
10.0,105095
12.0,39727
10.0,65829
10.0,125897
18.0,168339
17.0,27110
14.0,101233
10.0,187542
19.0,135052
16.0,10931
13.0,13286
11.0,114173
14.0,131469
12.0,166813
12.0,139735
16.0,134817
11.0,179284
10.0,65021
21.0,149753
11.0,17356
11.0,138121
12.0,93916
16.0,26404
9.0,71241
18.0,158829
11.0,92989
11.0,72924
11.0,85381
12.0,103865
17.0,192414
13.0,86633
15.0,94469
14.0,119922
16.0,148064
10.0,71320
18.0,75291
11.0,117065
13.0,184089
12.0,193010
18.0,120312
24.0,115525
13.0,13064
17.0,73823
12.0,101514
22.0,138400
19.0,76671
13.0,133639
20.0,118919
21.0,122784
12.0,23106
19.0,165225
15.0,152398
16.0,147231
17.0,52542
23.0,183492
15.0,17274
13.0,58468
11.0,83062
19.0,185619
11.0,134544
11.0,162225
16.0,191843
22.0,47529
11.0,24710
18.0,43132
14.0,43147
18.0,194408
22.0,188136
11.0,1375
11.0,194486
11.0,177980
18.0,161374
15.0,68204
9.0,182746
12.0,143604
11.0,175782
13.0,11091
11.0,193485
17.0,59467
14.0,94717
11.0,144117
19.0,168004
18.0,61656
10.0,25410
11.0,117942
15.0,132461
11.0,41178
11.0,149490
15.0,102447
12.0,183845
13.0,27938
14.0,31184
17.0,89214
11.0,147700
13.0,43825
15.0,131896
13.0,83000
14.0,894
16.0,80308
16.0,185808
16.0,93264
11.0,168679
20.0,112158
13.0,126330
20.0,8619
10.0,23945
11.0,23699
9.0,50156
10.0,124037
17.0,135299
10.0,170305
22.0,120372
14.0,118360
9.0,171830
9.0,171787
12.0,138131
12.0,5609
17.0,43890
17.0,101102
11.0,188374
20.0,154817
11.0,120469
13.0,72207
16.0,185001
12.0,2064
8.0,133717
11.0,190917
17.0,135663
11.0,9741
17.0,158399
17.0,148006
12.0,147058
14.0,37694
13.0,65251
9.0,14583
10.0,169486
15.0,164642
12.0,39149
13.0,32572
21.0,30487
17.0,29098
16.0,177342
15.0,54433
19.0,11295
12.0,31
18.0,15553
20.0,157020
14.0,73197
11.0,153073
19.0,175281
18.0,132070
11.0,135341
19.0,177220
15.0,27836
9.0,30511
22.0,80566
11.0,160572
12.0,162230
16.0,29173
15.0,104119
12.0,38911
17.0,111325
17.0,72766
16.0,133140
17.0,12521
11.0,34820
17.0,83593
20.0,58309
13.0,94143
18.0,123045
11.0,182471
16.0,169589
11.0,23300
19.0,149201
11.0,49911
10.0,163906
10.0,154614
10.0,128165
11.0,168910
18.0,135084
11.0,154498
9.0,2743
11.0,140311
19.0,23504
11.0,11191
12.0,6627
9.0,142851
10.0,62335
13.0,12497
11.0,123384
11.0,176540
15.0,40329
8.0,150702
21.0,168109
11.0,91785
11.0,158681
9.0,135291
11.0,53473
14.0,107624
12.0,4510
11.0,56499
17.0,30375
14.0,100172
12.0,16653
13.0,187661
9.0,130275
10.0,96112
10.0,183156
9.0,15277
19.0,139802
12.0,149986
12.0,85449
11.0,181232
19.0,94889
17.0,180638
14.0,10756
19.0,60600
11.0,146079
19.0,81353
13.0,175855
11.0,147637
10.0,118723
16.0,66854
10.0,10329
16.0,71151
11.0,40253
17.0,21089
20.0,177361
16.0,136115
16.0,182230
17.0,65325
16.0,140121
11.0,176892
11.0,100929
12.0,78424
11.0,167737
13.0,98627
17.0,147115
15.0,175266
20.0,124650
9.0,11425
20.0,176626
19.0,17927
15.0,156687
14.0,90858
21.0,122003
11.0,38628
13.0,118104
13.0,27396
12.0,124932
10.0,147145
12.0,191503
11.0,194379
11.0,163487
16.0,141192
11.0,133155
9.0,192186
10.0,113306
19.0,47594
18.0,74352
10.0,31614
12.0,187989
14.0,171208
12.0,181532
11.0,147188
13.0,29582
13.0,29247
18.0,40141
19.0,167079
20.0,194467
11.0,37492
20.0,149505
16.0,19569
14.0,73581
13.0,137977
12.0,87546
11.0,15481
11.0,57368
15.0,79421
11.0,141286
18.0,28602
11.0,29863
19.0,132225
14.0,101038
20.0,179521
12.0,41517
20.0,49445
16.0,10341
11.0,81179
18.0,155685
11.0,108822
15.0,45985
13.0,49774
10.0,22622
10.0,189191
14.0,167013
12.0,158966
10.0,127638
15.0,134341
13.0,29181
12.0,173509
10.0,141389
12.0,188725
12.0,23873
16.0,172294
10.0,140621
15.0,188691
11.0,57580
15.0,103013
23.0,172457
12.0,73621
19.0,118758
11.0,169976
9.0,157090
11.0,157527
14.0,118640
11.0,77819
11.0,98734
8.0,67875
11.0,174428
8.0,170236
12.0,7919
16.0,117298
13.0,53559
22.0,14639
14.0,107631
16.0,17348
12.0,10880
18.0,48708
18.0,154254
15.0,117827
10.0,100000
12.0,115789
17.0,6596
17.0,34595
11.0,152001
12.0,126994
17.0,17357
11.0,181531
11.0,119410
11.0,176779
10.0,107228
14.0,42726
11.0,188169
11.0,7444
13.0,109941
10.0,176275
10.0,177991
13.0,36079
18.0,177407
12.0,31902
15.0,62576
12.0,189249
9.0,157038
11.0,184499
16.0,25139
16.0,152079
16.0,150526
20.0,153779
12.0,155791
18.0,159600
22.0,175040
14.0,73849
20.0,68684
13.0,67369
23.0,184849
18.0,112311
16.0,178697
12.0,66233
11.0,152302
11.0,142201
17.0,58496
21.0,70557
16.0,45485
18.0,96511
11.0,193166
10.0,114604
11.0,59217
11.0,189930
13.0,16610
11.0,159968
11.0,193555
15.0,194265
11.0,192681
13.0,192685
19.0,155198
18.0,56331
10.0,140463
11.0,59874
11.0,140736
11.0,177657
18.0,157578
11.0,20554
14.0,57161
11.0,179543
20.0,44849
18.0,94384
9.0,10211
11.0,119947
17.0,56783
12.0,155729
14.0,131029
19.0,184386
16.0,155780
14.0,58212
20.0,53405
13.0,98552
16.0,51226
12.0,143590
10.0,161403
14.0,59203
18.0,187883
20.0,180849
10.0,136355
11.0,174098
12.0,50967
11.0,7966
21.0,172962
13.0,43328
19.0,62693
11.0,184096
11.0,149060
22.0,126202
21.0,34499
11.0,21322
16.0,61488
11.0,125766
9.0,195026
21.0,130429
11.0,178282
11.0,129746
21.0,131114
13.0,30122
21.0,52192
13.0,29328
11.0,133818
16.0,178881
11.0,39729
21.0,153146
11.0,152813
11.0,96199
15.0,22385
22.0,184884
13.0,3818
11.0,190916
10.0,183787
20.0,151073
12.0,50368
12.0,108966
11.0,164778
11.0,72446
12.0,86730
11.0,177921
12.0,136957
16.0,24145
11.0,11751
11.0,122601
11.0,156754
12.0,81302
15.0,76491
12.0,30046
8.0,196097
12.0,96953
19.0,1165
13.0,2836
12.0,155951
18.0,41501
23.0,147127
18.0,135319
12.0,54674
20.0,143107
21.0,180896
17.0,23583
12.0,148320
8.0,154193
11.0,76695
11.0,34082
15.0,191310
17.0,103559
18.0,27390
12.0,141153
15.0,100874
15.0,30894
16.0,60909
23.0,134013
15.0,93214
13.0,63412
12.0,22393
14.0,96922
15.0,13422
21.0,161486
11.0,102367
9.0,194153
21.0,173483
11.0,114549
12.0,93005
17.0,84025
16.0,192832
18.0,105715
19.0,159728
14.0,145284
11.0,153398
13.0,5963
13.0,37606
11.0,182033
13.0,79972
13.0,12814
14.0,119811
13.0,136779
22.0,147221
13.0,133451
18.0,59776
15.0,68100
18.0,160763
15.0,183518
11.0,192144
12.0,24067
16.0,122418
11.0,112758
11.0,114978
20.0,120277
13.0,35855
10.0,196540
11.0,116200
14.0,165120
11.0,121808
17.0,168026
16.0,30218
8.0,6916
18.0,189828
14.0,129047
11.0,71934
16.0,165460
11.0,182878
11.0,191121
17.0,124940
18.0,172125
11.0,158497
14.0,135289
11.0,94940
11.0,89261
12.0,156605
10.0,134100
12.0,46544
18.0,86558
14.0,9379
11.0,135943
13.0,47099
10.0,7037
13.0,2938
16.0,82832
11.0,10509
17.0,21038
13.0,42055
11.0,177881
13.0,79975
10.0,74906
11.0,87986
21.0,174935
17.0,62196
11.0,183865
15.0,75713
18.0,143105
11.0,160838
21.0,1208
15.0,195950
16.0,11614
11.0,137919
11.0,15280
11.0,114144
17.0,9030
13.0,46318
14.0,62211
10.0,174652
11.0,186802
15.0,111673
13.0,107967
18.0,175592
18.0,152752
11.0,186059
22.0,63379
11.0,82011
12.0,34844
11.0,90386
15.0,47304
11.0,95852
17.0,66561
16.0,5093
18.0,124320
16.0,10119
8.0,104761
11.0,59569
19.0,77952
14.0,14351
13.0,20736
15.0,21188
17.0,46714
14.0,83160
12.0,68822
18.0,167590
16.0,7707
12.0,49467
17.0,132204
18.0,161501
18.0,72769
12.0,120574
16.0,13527
11.0,66514
12.0,146218
11.0,65124
13.0,77223
17.0,130712
8.0,55260
12.0,159072
16.0,193141
10.0,166919
11.0,174864
10.0,7658
13.0,28997
15.0,32901
13.0,16073
16.0,73492
14.0,95900
11.0,41828
12.0,78636
9.0,37408
11.0,65854
12.0,182707
13.0,123065
13.0,2358
11.0,38394
8.0,61466
12.0,83626
18.0,178090
11.0,141965
11.0,177670
12.0,42817
18.0,136296
12.0,84176
11.0,74732
14.0,29112
12.0,46225
19.0,62857
11.0,185736
12.0,23308
13.0,151637
15.0,149973
11.0,135852
18.0,174341
18.0,48534
12.0,106206
11.0,150845
15.0,165622
18.0,40857
8.0,80810
22.0,180514
13.0,189908
17.0,38707
11.0,121930
18.0,186068
23.0,77840
18.0,130230
10.0,47439
14.0,180688
11.0,95272
8.0,178298
13.0,135410
11.0,18384
12.0,62880
18.0,144696
21.0,112759
19.0,8421
14.0,126182
19.0,77700
12.0,185943
18.0,165790
12.0,165898
13.0,91726
11.0,110541
11.0,31270
11.0,114654
11.0,160751
19.0,39778
18.0,62866
10.0,90077
12.0,10396
12.0,155567
10.0,66096
13.0,195
12.0,143556
12.0,142850
13.0,81362
12.0,170262
12.0,159311
19.0,93702
14.0,57114
12.0,113622
17.0,56146
19.0,148585
10.0,147928
13.0,30376
15.0,118430
15.0,6373
10.0,180183
11.0,134308
19.0,111879
19.0,37491
19.0,88067
20.0,187616
20.0,166759
19.0,196133
11.0,196215
16.0,123405
21.0,184488
13.0,36316
13.0,2547
13.0,109099
12.0,156893
11.0,50217
12.0,162043
15.0,189804
11.0,40545
12.0,49253
17.0,169057
12.0,122825
9.0,102980
23.0,143415
11.0,156980
9.0,83812
18.0,122928
18.0,51336
11.0,7205
15.0,114490
11.0,184542
16.0,81195
15.0,11122
13.0,151231
11.0,179522
15.0,52452
13.0,48896
12.0,75983
14.0,78635
11.0,166226
16.0,151791
12.0,76976
21.0,32839
11.0,107847
11.0,952
11.0,123046
13.0,49536
18.0,74996
11.0,121127
11.0,158336
13.0,184493
11.0,72038
13.0,12327
17.0,49338
12.0,37470
13.0,92097
15.0,75551
14.0,99261
20.0,126756
11.0,22576
20.0,33230
15.0,147100
10.0,75054
21.0,147663
19.0,2544
16.0,193925
15.0,44504
11.0,171303
17.0,64413
17.0,156340
18.0,104317
14.0,37469
14.0,79883
13.0,111481
12.0,59793
13.0,57801
12.0,57865
17.0,137535
15.0,196104
12.0,169070
11.0,143479
11.0,143550
11.0,103892
10.0,187278
14.0,141021
22.0,152326
11.0,116354
13.0,102690
10.0,3156
11.0,2085
13.0,177574
10.0,45209
20.0,136452
12.0,86206
8.0,113665
11.0,186638
19.0,111503
11.0,29770
16.0,31025
12.0,30629
15.0,6825
12.0,129286
10.0,31390
11.0,133805
15.0,77462
11.0,134536
17.0,32357
16.0,118111
11.0,95978
13.0,144031
8.0,192231
17.0,112119
12.0,84926
19.0,173115
17.0,119936
17.0,33934
11.0,87817
10.0,5250
19.0,111025
8.0,154877
15.0,184758
14.0,156460
16.0,143705
13.0,17801
11.0,37463
18.0,171595
17.0,149040
9.0,156958
10.0,3155
12.0,121660
12.0,152057
11.0,99318
17.0,143720
20.0,73241
17.0,60917
12.0,71645
11.0,140694
11.0,108699
22.0,190432
19.0,80063
13.0,77090
13.0,6072
14.0,6731
12.0,133703
13.0,137629
11.0,188573
11.0,190481
15.0,40864
13.0,88941
10.0,181885
15.0,184087
12.0,137209
19.0,21764
14.0,71307
11.0,113113
10.0,137225
15.0,102559
14.0,160982
11.0,42003
20.0,158840
18.0,124383
12.0,58977
11.0,187152
18.0,33224
12.0,165558
13.0,13640
17.0,53424
15.0,194278
18.0,132454
11.0,1597
16.0,125541
11.0,119102
13.0,86120
15.0,71512
11.0,152372
20.0,45473
11.0,86769
12.0,166000
11.0,118126
16.0,11510
18.0,196354
12.0,114318
12.0,47004
11.0,191976
11.0,194587
15.0,66781
11.0,73971
9.0,121829
12.0,42391
18.0,105865
19.0,132325
14.0,181305
13.0,99036
13.0,58885
14.0,51495
18.0,90546
16.0,22647
11.0,121665
20.0,149921
11.0,57039
11.0,134080
16.0,163511
10.0,173882
10.0,179340
10.0,87607
17.0,134229
16.0,1645
20.0,99864
11.0,70717
11.0,73501
8.0,77577
15.0,153080
13.0,24996
15.0,85058
12.0,73527
10.0,39716
10.0,67650
14.0,72046
17.0,127703
14.0,129682
12.0,130513
18.0,71371
7.0,193535
9.0,191699
11.0,28770
19.0,147723
17.0,92845
8.0,192839
12.0,95169
14.0,60205
12.0,139974
11.0,85577
12.0,97006
10.0,148170
10.0,182282
10.0,76139
23.0,128921
14.0,120094
14.0,4335
16.0,61659
13.0,13697
17.0,5406
12.0,148467
13.0,29451
19.0,170894
17.0,44260
17.0,99444
18.0,126035
11.0,180557
15.0,6601
19.0,190013
11.0,193175
21.0,171049
13.0,27812
19.0,115400
12.0,181911
19.0,91651
13.0,171765
12.0,15030
15.0,72621
14.0,524
8.0,28721
12.0,75255
14.0,123621
16.0,171048
12.0,173690
21.0,161271
12.0,153900
10.0,125349
14.0,153308
11.0,30246
9.0,160278
13.0,6315
9.0,139483
10.0,170874
9.0,102726
16.0,29124
16.0,58818
15.0,32850
12.0,57694
18.0,154728
11.0,65670
16.0,154168
10.0,186971
17.0,140346
16.0,100752
16.0,76788
16.0,122511
16.0,11221
11.0,59235
11.0,123911
10.0,141160
14.0,152744
12.0,157321
14.0,190083
9.0,1304
13.0,132821
11.0,129467
11.0,105960
23.0,193909
19.0,93774
12.0,14394
10.0,185003
20.0,118468
11.0,188944
11.0,38510
19.0,187952
14.0,107467
19.0,141811
22.0,67020
11.0,172369
10.0,175766
12.0,29131
12.0,21641
15.0,29015
16.0,93499
21.0,16359
11.0,39033
16.0,82628
10.0,99183
11.0,130558
17.0,26078
16.0,32800
19.0,186554
11.0,180399
11.0,166029
19.0,94050
17.0,120330
8.0,156459
12.0,138929
12.0,155083
13.0,81700
21.0,86924
10.0,15517
11.0,17032
9.0,41318
17.0,90607
17.0,163915
15.0,55590
12.0,33299
14.0,14488
17.0,132322
18.0,106596
13.0,93849
9.0,33147
12.0,53663
10.0,5433
12.0,26852
11.0,146902
11.0,82781
18.0,22985
11.0,191091
22.0,167498
12.0,103222
12.0,89984
11.0,30605
14.0,54122
10.0,21133
15.0,1967
11.0,107848
12.0,144611
11.0,147909
19.0,153970
11.0,107525
12.0,85001
11.0,57221
12.0,70959
13.0,121823
17.0,72563
12.0,146870
20.0,146873
20.0,170516
11.0,144585
13.0,8264
12.0,24364
15.0,44868
15.0,55006
12.0,122600
21.0,151673
16.0,61654
9.0,118926
13.0,90987
11.0,27402
11.0,29877
10.0,164387
12.0,17897
14.0,26895
17.0,75281
12.0,32026
20.0,158500
21.0,105937
19.0,103322
10.0,103039
17.0,145938
12.0,130852
11.0,173581
12.0,59634
11.0,129944
19.0,174214
12.0,790
11.0,190731
11.0,43723
19.0,140816
21.0,171493
14.0,39489
11.0,70166
12.0,57493
12.0,142575
18.0,47457
17.0,180813
18.0,163565
12.0,64953
12.0,65892
11.0,85492
11.0,146566
18.0,159283
10.0,187202
17.0,181075
11.0,182042
19.0,133000
19.0,137700
16.0,132110
20.0,132642
12.0,78221
11.0,583
12.0,116142
13.0,125367
20.0,127420
11.0,40314
12.0,157027
18.0,101620
10.0,109061
11.0,185281
11.0,101743
11.0,173922
10.0,160478
11.0,32629
16.0,116859
9.0,104383
11.0,185798
11.0,156499
10.0,104963
9.0,152982
11.0,9992
14.0,113288
13.0,195614
16.0,173952
19.0,152694
13.0,77525
12.0,181688
17.0,35621
16.0,127598
17.0,183711
14.0,76866
11.0,139123
16.0,142204
20.0,150004
16.0,80972
16.0,31833
10.0,12587
17.0,63344
11.0,149974
13.0,132504
12.0,108709
17.0,21271
14.0,132569
14.0,71069
17.0,80336
15.0,61405
11.0,166388
16.0,138803
11.0,121672
14.0,70113
18.0,170163
11.0,134173
11.0,64565
11.0,159820
11.0,125622
19.0,46631
11.0,72210
12.0,8953
12.0,155895
14.0,193082
10.0,75845
11.0,124064
19.0,75549
11.0,34583
10.0,78730
10.0,182505
12.0,138647
17.0,78191
13.0,31421
13.0,16569
19.0,112962
8.0,160895
14.0,67870
12.0,100166
13.0,53701
19.0,114992
12.0,93133
12.0,155
11.0,165430
12.0,117139
22.0,98444
11.0,175374
8.0,141716
12.0,128026
22.0,73507
12.0,137780
14.0,111568
20.0,52541
16.0,178180
10.0,105453
10.0,115461
19.0,190587
16.0,190622
11.0,150234
16.0,21111
15.0,54362
17.0,150704
11.0,71506
12.0,28856
18.0,193883
18.0,34344
15.0,135301
11.0,174826
9.0,107114
11.0,109072
9.0,38973
12.0,172489
